,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
486,966.0,,,,,,,,,,,,,,,
487,967.0,,,,,,,,,,,,,,,
488,968.0,,,,,,,,,,,,,,,
489,970.0,,,,,,,,,,,,,,,
490,971.0,,,,,,,,,,,,,,,
491,974.0,,,,,,,,,,,,,,,
492,975.0,,,,,,,,,,,,,,,
493,976.0,,,,,,,,,,,,,,,
494,978.0,,,,,,,,,,,,,,,
495,979.0,,,,,,,,,,,,,,,
496,980.0,,,,,,,,,,,,,,,
497,983.0,,,,,,,,,,,,,,,
498,311.0,,,,,,,,,,,,,,,
499,985.0,,,,,,,,,,,,,,,
500,986.0,,,,,,,,,,,,,,,
501,987.0,,,,,,,,,,,,,,,
502,989.0,,,,,,,,,,,,,,,
503,990.0,,,,,,,,,,,,,,,
504,991.0,,,,,,,,,,,,,,,
505,995.0,,,,,,,,,,,,,,,
506,997.0,,,,,,,,,,,,,,,
507,1000.0,,,,,,,,,,,,,,,
508,1001.0,,,,,,,,,,,,,,,
509,1002.0,,,,,,,,,,,,,,,
510,1003.0,,,,,,,,,,,,,,,
511,1004.0,,,,,,,,,,,,,,,
512,1010.0,,,,,,,,,,,,,,,
513,1015.0,,,,,,,,,,,,,,,
514,1016.0,,,,,,,,,,,,,,,
515,1018.0,,,,,,,,,,,,,,,
516,1020.0,,,,,,,,,,,,,,,
517,1021.0,,,,,,,,,,,,,,,
518,1022.0,,,,,,,,,,,,,,,
519,1023.0,,,,,,,,,,,,,,,
520,1026.0,,,,,,,,,,,,,,,
521,1029.0,,,,,,,,,,,,,,,
522,1030.0,,,,,,,,,,,,,,,
523,1035.0,,,,,,,,,,,,,,,
524,1036.0,,,,,,,,,,,,,,,
525,1038.0,,,,,,,,,,,,,,,
526,1040.0,,,,,,,,,,,,,,,
527,1043.0,,,,,,,,,,,,,,,
528,1044.0,,,,,,,,,,,,,,,
529,1047.0,,,,,,,,,,,,,,,
530,1048.0,,,,,,,,,,,,,,,
531,1049.0,,,,,,,,,,,,,,,
532,1050.0,,,,,,,,,,,,,,,
533,1052.0,,,,,,,,,,,,,,,
534,1055.0,,,,,,,,,,,,,,,
535,1056.0,,,,,,,,,,,,,,,
536,1058.0,,,,,,,,,,,,,,,
537,1060.0,,,,,,,,,,,,,,,
538,1061.0,,,,,,,,,,,,,,,
539,1062.0,,,,,,,,,,,,,,,
540,1065.0,,,,,,,,,,,,,,,
541,1068.0,,,,,,,,,,,,,,,
542,1072.0,,,,,,,,,,,,,,,
543,1075.0,,,,,,,,,,,,,,,
544,1077.0,,,,,,,,,,,,,,,
545,1081.0,,,,,,,,,,,,,,,
546,1083.0,,,,,,,,,,,,,,,
547,1085.0,,,,,,,,,,,,,,,
548,1090.0,,,,,,,,,,,,,,,
549,1091.0,,,,,,,,,,,,,,,
550,1097.0,,,,,,,,,,,,,,,
551,1099.0,,,,,,,,,,,,,,,
552,1100.0,,,,,,,,,,,,,,,
553,1101.0,,,,,,,,,,,,,,,
554,1102.0,,,,,,,,,,,,,,,
555,1103.0,,,,,,,,,,,,,,,
556,1104.0,,,,,,,,,,,,,,,
557,1107.0,,,,,,,,,,,,,,,
558,1111.0,,,,,,,,,,,,,,,
559,1113.0,,,,,,,,,,,,,,,
560,46.0,,,,,,,,,,,,,,,
561,669.0,,,,,,,,,,,,,,,
562,1116.0,,,,,,,,,,,,,,,
563,811.0,,,,,,,,,,,,,,,
564,1119.0,,,,,,,,,,,,,,,
565,1120.0,,,,,,,,,,,,,,,
566,1122.0,,,,,,,,,,,,,,,
567,1123.0,,,,,,,,,,,,,,,
568,1125.0,,,,,,,,,,,,,,,
569,1127.0,,,,,,,,,,,,,,,
570,1129.0,,,,,,,,,,,,,,,
571,1130.0,,,,,,,,,,,,,,,
572,1132.0,,,,,,,,,,,,,,,
573,1135.0,,,,,,,,,,,,,,,
574,1138.0,,,,,,,,,,,,,,,
575,1143.0,,,,,,,,,,,,,,,
576,1145.0,,,,,,,,,,,,,,,
577,1146.0,,,,,,,,,,,,,,,
578,1147.0,,,,,,,,,,,,,,,
579,1149.0,,,,,,,,,,,,,,,
580,1150.0,,,,,,,,,,,,,,,
581,1151.0,,,,,,,,,,,,,,,
582,1156.0,,,,,,,,,,,,,,,
583,1157.0,,,,,,,,,,,,,,,
584,1158.0,,,,,,,,,,,,,,,
585,1162.0,,,,,,,,,,,,,,,
586,1166.0,,,,,,,,,,,,,,,
587,1168.0,,,,,,,,,,,,,,,
588,1171.0,,,,,,,,,,,,,,,
589,1180.0,,,,,,,,,,,,,,,
590,1182.0,,,,,,,,,,,,,,,
591,1184.0,,,,,,,,,,,,,,,
592,1186.0,,,,,,,,,,,,,,,
593,1187.0,,,,,,,,,,,,,,,
594,1190.0,,,,,,,,,,,,,,,
595,1193.0,,,,,,,,,,,,,,,
596,1203.0,,,,,,,,,,,,,,,
597,1204.0,,,,,,,,,,,,,,,
598,1207.0,,,,,,,,,,,,,,,
599,1213.0,,,,,,,,,,,,,,,
600,1214.0,,,,,,,,,,,,,,,
601,1215.0,,,,,,,,,,,,,,,
602,1216.0,,,,,,,,,,,,,,,
603,1217.0,,,,,,,,,,,,,,,
604,1221.0,,,,,,,,,,,,,,,
605,1206.0,,,,,,,,,,,,,,,
606,1223.0,,,,,,,,,,,,,,,
607,1227.0,,,,,,,,,,,,,,,
608,1228.0,,,,,,,,,,,,,,,
609,1230.0,,,,,,,,,,,,,,,
610,1232.0,,,,,,,,,,,,,,,
611,1233.0,,,,,,,,,,,,,,,
612,1238.0,,,,,,,,,,,,,,,
613,1239.0,,,,,,,,,,,,,,,
614,1241.0,,,,,,,,,,,,,,,
615,1243.0,,,,,,,,,,,,,,,
616,1244.0,,,,,,,,,,,,,,,
617,1247.0,,,,,,,,,,,,,,,
618,675.0,,,,,,,,,,,,,,,
619,195.0,,,,,,,,,,,,,,,
620,777.0,,,,,,,,,,,,,,,
621,1249.0,,,,,,,,,,,,,,,
622,1250.0,,,,,,,,,,,,,,,
623,783.0,,,,,,,,,,,,,,,
624,1308.0,,,,,,,,,,,,,,,
625,1255.0,,,,,,,,,,,,,,,
626,1259.0,,,,,,,,,,,,,,,
627,1261.0,,,,,,,,,,,,,,,
628,1264.0,,,,,,,,,,,,,,,
629,1269.0,,,,,,,,,,,,,,,
630,1270.0,,,,,,,,,,,,,,,
631,654.0,,,,,,,,,,,,,,,
632,1276.0,,,,,,,,,,,,,,,
633,1278.0,,,,,,,,,,,,,,,
634,1279.0,,,,,,,,,,,,,,,
635,1282.0,,,,,,,,,,,,,,,
636,1285.0,,,,,,,,,,,,,,,
637,175.0,,,,,,,,,,,,,,,
638,261.0,,,,,,,,,,,,,,,
639,347.0,,,,,,,,,,,,,,,
640,1288.0,,,,,,,,,,,,,,,
641,1290.0,,,,,,,,,,,,,,,
642,1291.0,,,,,,,,,,,,,,,
643,1297.0,,,,,,,,,,,,,,,
644,1300.0,,,,,,,,,,,,,,,
645,1302.0,,,,,,,,,,,,,,,
646,1304.0,,,,,,,,,,,,,,,
647,1305.0,,,,,,,,,,,,,,,
648,1306.0,,,,,,,,,,,,,,,
649,1307.0,,,,,,,,,,,,,,,
650,1.0,478.0,,,,,,,,,,,,,,
651,4.0,138.0,,,,,,,,,,,,,,
652,10.0,123.0,,,,,,,,,,,,,,
653,12.0,1292.0,,,,,,,,,,,,,,
654,156.0,915.0,,,,,,,,,,,,,,
655,305.0,736.0,,,,,,,,,,,,,,
656,23.0,1098.0,,,,,,,,,,,,,,
657,32.0,1208.0,,,,,,,,,,,,,,
658,35.0,376.0,,,,,,,,,,,,,,
659,36.0,384.0,,,,,,,,,,,,,,
660,40.0,126.0,,,,,,,,,,,,,,
661,42.0,118.0,,,,,,,,,,,,,,
662,47.0,1165.0,,,,,,,,,,,,,,
663,50.0,354.0,,,,,,,,,,,,,,
664,53.0,646.0,,,,,,,,,,,,,,
665,721.0,849.0,,,,,,,,,,,,,,
666,54.0,1169.0,,,,,,,,,,,,,,
667,55.0,918.0,,,,,,,,,,,,,,
668,63.0,231.0,,,,,,,,,,,,,,
669,220.0,571.0,,,,,,,,,,,,,,
670,70.0,1268.0,,,,,,,,,,,,,,
671,74.0,1007.0,,,,,,,,,,,,,,
672,84.0,1295.0,,,,,,,,,,,,,,
673,93.0,906.0,,,,,,,,,,,,,,
674,98.0,1242.0,,,,,,,,,,,,,,
675,99.0,652.0,,,,,,,,,,,,,,
676,100.0,317.0,,,,,,,,,,,,,,
677,102.0,878.0,,,,,,,,,,,,,,
678,112.0,241.0,,,,,,,,,,,,,,
679,115.0,245.0,,,,,,,,,,,,,,
680,133.0,917.0,,,,,,,,,,,,,,
681,134.0,993.0,,,,,,,,,,,,,,
682,143.0,404.0,,,,,,,,,,,,,,
683,145.0,1096.0,,,,,,,,,,,,,,
684,152.0,337.0,,,,,,,,,,,,,,
685,161.0,1017.0,,,,,,,,,,,,,,
686,162.0,1012.0,,,,,,,,,,,,,,
687,164.0,501.0,,,,,,,,,,,,,,
688,167.0,357.0,,,,,,,,,,,,,,
689,200.0,1265.0,,,,,,,,,,,,,,
690,209.0,1205.0,,,,,,,,,,,,,,
691,211.0,785.0,,,,,,,,,,,,,,
692,215.0,1013.0,,,,,,,,,,,,,,
693,225.0,487.0,,,,,,,,,,,,,,
694,237.0,1140.0,,,,,,,,,,,,,,
695,248.0,756.0,,,,,,,,,,,,,,
696,249.0,872.0,,,,,,,,,,,,,,
697,254.0,618.0,,,,,,,,,,,,,,
698,260.0,636.0,,,,,,,,,,,,,,
699,273.0,447.0,,,,,,,,,,,,,,
700,290.0,898.0,,,,,,,,,,,,,,
701,292.0,485.0,,,,,,,,,,,,,,
702,304.0,908.0,,,,,,,,,,,,,,
703,308.0,506.0,,,,,,,,,,,,,,
704,309.0,875.0,,,,,,,,,,,,,,
705,313.0,1041.0,,,,,,,,,,,,,,
706,321.0,1177.0,,,,,,,,,,,,,,
707,330.0,524.0,,,,,,,,,,,,,,
708,335.0,661.0,,,,,,,,,,,,,,
709,348.0,950.0,,,,,,,,,,,,,,
710,362.0,907.0,,,,,,,,,,,,,,
711,363.0,703.0,,,,,,,,,,,,,,
712,367.0,1128.0,,,,,,,,,,,,,,
713,371.0,1256.0,,,,,,,,,,,,,,
714,372.0,1124.0,,,,,,,,,,,,,,
715,379.0,1231.0,,,,,,,,,,,,,,
716,406.0,1293.0,,,,,,,,,,,,,,
717,429.0,826.0,,,,,,,,,,,,,,
718,433.0,922.0,,,,,,,,,,,,,,
719,435.0,578.0,,,,,,,,,,,,,,
720,452.0,491.0,,,,,,,,,,,,,,
721,454.0,850.0,,,,,,,,,,,,,,
722,458.0,1137.0,,,,,,,,,,,,,,
723,460.0,1272.0,,,,,,,,,,,,,,
724,495.0,650.0,,,,,,,,,,,,,,
725,502.0,1280.0,,,,,,,,,,,,,,
726,511.0,1183.0,,,,,,,,,,,,,,
727,514.0,912.0,,,,,,,,,,,,,,
728,515.0,664.0,,,,,,,,,,,,,,
729,518.0,999.0,,,,,,,,,,,,,,
730,557.0,600.0,,,,,,,,,,,,,,
731,570.0,1210.0,,,,,,,,,,,,,,
732,588.0,1289.0,,,,,,,,,,,,,,
733,497.0,592.0,,,,,,,,,,,,,,
734,622.0,936.0,,,,,,,,,,,,,,
735,680.0,1235.0,,,,,,,,,,,,,,
736,692.0,932.0,,,,,,,,,,,,,,
737,693.0,827.0,,,,,,,,,,,,,,
738,694.0,833.0,,,,,,,,,,,,,,
739,701.0,1094.0,,,,,,,,,,,,,,
740,725.0,810.0,,,,,,,,,,,,,,
741,729.0,1167.0,,,,,,,,,,,,,,
742,730.0,910.0,,,,,,,,,,,,,,
743,742.0,988.0,,,,,,,,,,,,,,
744,749.0,1074.0,,,,,,,,,,,,,,
745,752.0,824.0,,,,,,,,,,,,,,
746,757.0,1027.0,,,,,,,,,,,,,,
747,691.0,782.0,,,,,,,,,,,,,,
748,854.0,1283.0,,,,,,,,,,,,,,
749,856.0,1199.0,,,,,,,,,,,,,,
750,867.0,1112.0,,,,,,,,,,,,,,
751,328.0,881.0,,,,,,,,,,,,,,
752,904.0,1179.0,,,,,,,,,,,,,,
753,259.0,940.0,,,,,,,,,,,,,,
754,949.0,1237.0,,,,,,,,,,,,,,
755,973.0,1006.0,,,,,,,,,,,,,,
756,994.0,1273.0,,,,,,,,,,,,,,
757,998.0,1005.0,,,,,,,,,,,,,,
758,926.0,1014.0,,,,,,,,,,,,,,
759,1028.0,1063.0,,,,,,,,,,,,,,
760,1108.0,1148.0,,,,,,,,,,,,,,
761,1114.0,1209.0,,,,,,,,,,,,,,
762,1144.0,1164.0,,,,,,,,,,,,,,
763,1161.0,1195.0,,,,,,,,,,,,,,
764,905.0,1105.0,,,,,,,,,,,,,,
765,257.0,1219.0,,,,,,,,,,,,,,
766,103.0,125.0,,,,,,,,,,,,,,
767,432.0,640.0,,,,,,,,,,,,,,
768,1260.0,1294.0,,,,,,,,,,,,,,
769,744.0,1275.0,,,,,,,,,,,,,,
770,6.0,110.0,769.0,,,,,,,,,,,,,
771,41.0,232.0,714.0,,,,,,,,,,,,,
772,49.0,921.0,1189.0,,,,,,,,,,,,,
773,79.0,324.0,899.0,,,,,,,,,,,,,
774,114.0,403.0,580.0,,,,,,,,,,,,,
775,121.0,656.0,666.0,,,,,,,,,,,,,
776,129.0,534.0,1309.0,,,,,,,,,,,,,
777,149.0,194.0,341.0,,,,,,,,,,,,,
778,154.0,1084.0,1236.0,,,,,,,,,,,,,
779,176.0,1045.0,1155.0,,,,,,,,,,,,,
780,185.0,1057.0,1286.0,,,,,,,,,,,,,
781,187.0,365.0,553.0,,,,,,,,,,,,,
782,189.0,594.0,658.0,,,,,,,,,,,,,
783,216.0,394.0,660.0,,,,,,,,,,,,,
784,238.0,638.0,802.0,,,,,,,,,,,,,
785,242.0,613.0,1092.0,,,,,,,,,,,,,
786,246.0,413.0,1303.0,,,,,,,,,,,,,
787,255.0,425.0,1176.0,,,,,,,,,,,,,
788,263.0,559.0,586.0,,,,,,,,,,,,,
789,269.0,333.0,888.0,,,,,,,,,,,,,
790,280.0,747.0,1284.0,,,,,,,,,,,,,
791,282.0,397.0,1192.0,,,,,,,,,,,,,
792,301.0,574.0,892.0,,,,,,,,,,,,,
793,302.0,331.0,1019.0,,,,,,,,,,,,,
794,315.0,441.0,536.0,,,,,,,,,,,,,
795,316.0,1089.0,1153.0,,,,,,,,,,,,,
796,319.0,857.0,1109.0,,,,,,,,,,,,,
797,349.0,490.0,941.0,,,,,,,,,,,,,
798,378.0,1110.0,1299.0,,,,,,,,,,,,,
799,405.0,726.0,1172.0,,,,,,,,,,,,,
800,417.0,1086.0,1139.0,,,,,,,,,,,,,
801,420.0,596.0,800.0,,,,,,,,,,,,,
802,446.0,1185.0,1266.0,,,,,,,,,,,,,
803,500.0,852.0,897.0,,,,,,,,,,,,,
804,541.0,746.0,1197.0,,,,,,,,,,,,,
805,595.0,696.0,1011.0,,,,,,,,,,,,,
806,641.0,722.0,772.0,,,,,,,,,,,,,
807,647.0,948.0,1226.0,,,,,,,,,,,,,
808,556.0,670.0,713.0,,,,,,,,,,,,,
809,751.0,981.0,1154.0,,,,,,,,,,,,,
810,276.0,766.0,807.0,,,,,,,,,,,,,
811,382.0,623.0,1225.0,,,,,,,,,,,,,
812,818.0,828.0,1253.0,,,,,,,,,,,,,
813,836.0,1071.0,1073.0,,,,,,,,,,,,,
814,862.0,1240.0,1262.0,,,,,,,,,,,,,
815,665.0,896.0,480.0,,,,,,,,,,,,,
816,880.0,1042.0,1263.0,,,,,,,,,,,,,
817,1051.0,1173.0,1301.0,,,,,,,,,,,,,
818,386.0,550.0,1222.0,,,,,,,,,,,,,
819,572.0,969.0,1248.0,,,,,,,,,,,,,
820,1170.0,1254.0,1298.0,,,,,,,,,,,,,
821,285.0,942.0,1287.0,,,,,,,,,,,,,
822,19.0,39.0,334.0,1037.0,,,,,,,,,,,,
823,44.0,609.0,686.0,1188.0,,,,,,,,,,,,
824,59.0,451.0,473.0,1142.0,,,,,,,,,,,,
825,94.0,789.0,924.0,1246.0,,,,,,,,,,,,
826,155.0,198.0,509.0,913.0,,,,,,,,,,,,
827,184.0,619.0,1070.0,1218.0,,,,,,,,,,,,
828,256.0,860.0,1053.0,1175.0,,,,,,,,,,,,
829,320.0,830.0,1088.0,1134.0,,,,,,,,,,,,
830,163.0,395.0,11.0,1009.0,,,,,,,,,,,,
831,449.0,470.0,645.0,859.0,,,,,,,,,,,,
832,472.0,535.0,929.0,1202.0,,,,,,,,,,,,
833,477.0,727.0,923.0,1211.0,,,,,,,,,,,,
834,427.0,547.0,1220.0,544.0,,,,,,,,,,,,
835,616.0,755.0,1245.0,1277.0,,,,,,,,,,,,
836,428.0,706.0,1078.0,1194.0,,,,,,,,,,,,
837,821.0,984.0,1200.0,672.0,,,,,,,,,,,,
838,581.0,601.0,1133.0,218.0,,,,,,,,,,,,
839,566.0,901.0,1039.0,1079.0,,,,,,,,,,,,
840,166.0,329.0,549.0,934.0,,,,,,,,,,,,
841,346.0,671.0,685.0,1067.0,,,,,,,,,,,,
842,560.0,1152.0,1274.0,539.0,,,,,,,,,,,,
843,519.0,855.0,1082.0,250.0,,,,,,,,,,,,
844,391.0,436.0,764.0,803.0,,,,,,,,,,,,
845,298.0,306.0,499.0,1198.0,1033.0,,,,,,,,,,,
846,312.0,743.0,916.0,956.0,1034.0,,,,,,,,,,,
847,141.0,368.0,599.0,853.0,972.0,,,,,,,,,,,
848,804.0,996.0,1008.0,1025.0,1224.0,,,,,,,,,,,
849,119.0,300.0,1076.0,545.0,1131.0,,,,,,,,,,,
850,66.0,710.0,621.0,831.0,1117.0,,,,,,,,,,,
851,177.0,230.0,410.0,486.0,1024.0,,,,,,,,,,,
852,624.0,705.0,861.0,1160.0,1201.0,,,,,,,,,,,
853,206.0,252.0,268.0,1251.0,606.0,,,,,,,,,,,
854,9.0,173.0,303.0,598.0,720.0,870.0,,,,,,,,,,
855,17.0,172.0,279.0,788.0,886.0,947.0,,,,,,,,,,
856,28.0,89.0,342.0,439.0,945.0,961.0,,,,,,,,,,
857,51.0,165.0,267.0,639.0,687.0,825.0,,,,,,,,,,
858,86.0,105.0,207.0,380.0,393.0,877.0,,,,,,,,,,
859,8.0,25.0,375.0,226.0,568.0,1281.0,,,,,,,,,,
860,2.0,551.0,582.0,699.0,1126.0,992.0,1069.0,,,,,,,,,
861,60.0,72.0,387.0,481.0,679.0,684.0,1031.0,1032.0,,,,,,,,
862,353.0,533.0,579.0,774.0,1141.0,1229.0,1258.0,977.0,,,,,,,,
863,64.0,168.0,361.0,635.0,643.0,820.0,479.0,1087.0,1115.0,,,,,,,
864,408.0,438.0,507.0,832.0,530.0,775.0,944.0,1121.0,531.0,1095.0,,,,,,
865,784.0,889.0,87.0,148.0,437.0,737.0,1059.0,1181.0,925.0,1136.0,,,,,,
866,160.0,181.0,202.0,325.0,793.0,847.0,864.0,1080.0,1234.0,1252.0,1257.0,,,,,
867,26.0,104.0,183.0,234.0,262.0,396.0,806.0,1046.0,1066.0,1118.0,1191.0,1271.0,,,,
868,14.0,69.0,120.0,147.0,542.0,543.0,424.0,611.0,617.0,1093.0,814.0,851.0,982.0,1106.0,1212.0,1064.0
